_id,tipo,estado,canal_entrada,fecha_entrada,fecha_contestacion,consejeria,unidad_descripcion,tema,subtema
708,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
709,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-01-26T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
710,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
711,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-01-26T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
712,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-01-26T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
713,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Secundaria, Formación Profesional y Enseñanzas de Régimen Especial.",EDUCACIÓN,FORMACIÓN PROFESIONAL
714,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
715,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
716,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
717,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-19T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,MEDICAMENTOS Y PRODUCTOS SANITARIOS
718,Queja,Enviada a Otra Administración,INTERNET,2024-01-17T00:00:00,,"Consejería de Cultura, Turismo y Deporte",,CULTURA,BIBLIOTECAS
719,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-04-15T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Subdirección General de Inspección de Centros y Servicios Sociales,POLÍTICAS SOCIALES,DISCAPACIDAD
720,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
721,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
722,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
723,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-09T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
724,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
725,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
726,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
727,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-02T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
728,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,CENTROS EDUCATIVOS
729,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
730,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
731,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
732,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
733,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
734,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
735,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
736,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
737,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
738,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
739,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
740,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
741,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
742,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
743,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
744,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
745,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-07T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,CENTROS EDUCATIVOS
746,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
747,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
748,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-03-07T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
749,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
750,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-01-29T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
751,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-02-14T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
752,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-17T00:00:00,2024-02-14T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
753,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
754,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
755,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
756,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
757,Queja,Contestada al Ciudadano,INTERNET,2024-01-17T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
758,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
759,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-19T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
760,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-04-24T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,INVESTIGACIÓN SANITARIA
761,Queja,Cancelada,INTERNET,2024-01-18T00:00:00,,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",POLÍTICAS SOCIALES,DEPENDENCIA
762,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
763,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
764,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,"TARIFAS, ABONOS Y TÍTULOS"
765,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
766,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
767,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
768,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
769,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
770,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
771,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
772,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
773,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
860,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-03-14T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
774,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
775,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Secundaria, Formación Profesional y Enseñanzas de Régimen Especial.",EDUCACIÓN,ENSEÑANZAS DE RÉGIMEN ESPECIAL
776,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
777,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-19T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
778,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
779,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
780,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-06T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
781,Queja,Enviada a Otra Administración,INTERNET,2024-01-18T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,URBANISMO,OTROS
782,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-07T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
783,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
784,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-25T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
785,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
786,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-04-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,OTROS
859,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-27T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
787,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-03-14T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
788,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-05T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
789,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-02-01T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
790,Queja,Contestada al Ciudadano,INTERNET,2024-01-18T00:00:00,2024-01-26T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Función Pública,OTROS,OTROS
